iteration,phase,status,cost_cny,p1,p2,p3,total_kw,eta,cut_id,cuts,design
1253,三维域：固定设计顶点 MP1,optimal,50280.0,100.0,0.0,23.686401075285836,123.68640107528583,0.0,,178,01:H; 02:L; 23:M
1254,三维域：固定设计顶点 MP1,optimal,50280.0,100.0,0.0,0.0,100.0,0.0,,178,01:H; 02:L; 23:M
1255,三维域：固定设计顶点 MP1,optimal,50280.0,0.0,30.627244853194256,0.0,30.627244853194256,0.0,,178,01:H; 02:L; 23:M
1256,三维域：固定设计顶点 MP1,optimal,50280.0,0.0,0.0,23.686401075285836,23.686401075285836,0.0,,178,01:H; 02:L; 23:M
1257,三维域：固定设计顶点 MP1,cut,50600.0,35.0,0.0,100.0,135.0,0.0476728003839756,179.0,179,01:L; 02:H; 23:H
1258,三维域：固定设计顶点 MP1,optimal,50600.0,35.0,92.4349457056,7.5650542944,135.0,0.0,,179,01:L; 02:H; 23:H
1259,三维域：固定设计顶点 MP1,optimal,50600.0,35.0,100.0,0.0,135.0,0.0,,179,01:L; 02:H; 23:H
1260,三维域：固定设计顶点 MP1,cut,50600.0,27.2973992639,77.9925693254,22.0074306746,127.2973992639,0.0074485739239419,180.0,180,01:L; 02:H; 23:H
1261,三维域：固定设计顶点 MP1,optimal,50600.0,35.0,0.0,67.8487145372,102.8487145372,0.0,,180,01:L; 02:H; 23:H
1262,三维域：固定设计顶点 MP1,optimal,50600.0,0.0,92.4349457056,7.565054294399997,100.0,0.0,,180,01:L; 02:H; 23:H
1263,三维域：固定设计顶点 MP1,optimal,50600.0,0.0,100.0,0.0,100.0,0.0,,180,01:L; 02:H; 23:H
1264,三维域：固定设计顶点 MP1,optimal,50600.0,0.0,0.0,67.8487145372,67.8487145372,0.0,,180,01:L; 02:H; 23:H
1265,三维域：固定设计顶点 MP1,optimal,50600.0,35.0,0.0,0.0,35.0,0.0,,180,01:L; 02:H; 23:H
1266,三维域：固定设计顶点 MP1,optimal,50600.0,0.0,92.4349457056,7.565054294399997,100.0,0.0,,180,12:L; 02:H; 23:H
1267,三维域：固定设计顶点 MP1,optimal,50600.0,0.0,100.0,0.0,100.0,0.0,,180,12:L; 02:H; 23:H
1268,三维域：固定设计顶点 MP1,optimal,50600.0,1.9796538394,90.4552918662,7.5650542944,100.0,0.0,,180,12:L; 02:H; 23:H
1269,三维域：固定设计顶点 MP1,optimal,50600.0,1.9796538394,98.0203461606,0.0,100.0,0.0,,180,12:L; 02:H; 23:H
1270,三维域：固定设计顶点 MP1,optimal,50600.0,12.134738127,20.7966540852,46.3717196162,79.3031118284,0.0,,180,12:L; 02:H; 23:H
1271,三维域：固定设计顶点 MP1,optimal,50600.0,15.166548421582888,0.0,57.9574873057,73.12403572728289,0.0,,180,12:L; 02:H; 23:H
1272,三维域：固定设计顶点 MP1,optimal,50600.0,0.0,0.0,67.8487145372,67.8487145372,0.0,,180,12:L; 02:H; 23:H
1273,三维域：固定设计顶点 MP1,optimal,50600.0,21.2522839896,0.0,39.4685274092,60.720811398799995,0.0,,180,12:L; 02:H; 23:H
1274,三维域：固定设计顶点 MP1,optimal,50600.0,21.2522839896,39.4685274092,0.0,60.720811398799995,0.0,,180,12:L; 02:H; 23:H
1275,三维域：固定设计顶点 MP1,optimal,50600.0,34.2435513413,0.0,0.0,34.2435513413,0.0,,180,12:L; 02:H; 23:H
1276,三维域：固定设计顶点 MP1,cut,50600.0,0.0,57.4349457056,42.5650542944,100.0,0.01573779811847074,181.0,181,13:L; 02:H; 23:H
1277,三维域：固定设计顶点 MP1,optimal,50600.0,0.0,92.4349457056,7.565054294399997,100.0,0.0,,181,13:L; 02:H; 23:H
1278,三维域：固定设计顶点 MP1,optimal,50600.0,0.0,100.0,0.0,100.0,0.0,,181,13:L; 02:H; 23:H
1279,三维域：固定设计顶点 MP1,cut,50600.0,7.5650542944,92.4349457056,0.0,100.0,0.00838454047034856,182.0,182,13:L; 02:H; 23:H
1280,三维域：固定设计顶点 MP1,optimal,50600.0,1.2411487762,98.7588512238,0.0,100.0,0.0,,182,13:L; 02:H; 23:H
1281,三维域：固定设计顶点 MP1,optimal,50600.0,0.0,0.0,67.8487145372,67.8487145372,0.0,,182,13:L; 02:H; 23:H
1282,三维域：固定设计顶点 MP1,optimal,50600.0,17.032758980275432,31.6322666776,0.0,48.66502565787543,0.0,,182,13:L; 02:H; 23:H
1283,三维域：固定设计顶点 MP1,optimal,50600.0,18.2842221658,0.0,17.1603769845,35.4445991503,8.675418143799546e-14,,182,13:L; 02:H; 23:H
1284,三维域：固定设计顶点 MP1,optimal,50600.0,24.47428797539553,0.0,0.0,24.47428797539553,0.0,,182,13:L; 02:H; 23:H
1285,三维域：固定设计顶点 MP1,optimal,50800.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,182,13:M; 02:M; 23:M
1286,三维域：固定设计顶点 MP1,optimal,50800.0,0.0,10.701123083,29.3753991022,40.0765221852,0.0,,182,13:M; 02:M; 23:M
1287,三维域：固定设计顶点 MP1,optimal,50800.0,0.0,0.0,36.3543924172,36.3543924172,0.0,,182,13:M; 02:M; 23:M
1288,三维域：固定设计顶点 MP1,cut,50800.0,36.3543924172,0.0,0.0,36.3543924172,0.020211290739372115,183.0,183,13:M; 02:M; 23:M
1289,三维域：固定设计顶点 MP1,optimal,50800.0,0.0,52.1319257862,2.3553103826777813,54.48723616887778,0.0,,183,13:M; 02:M; 23:M
1290,三维域：固定设计顶点 MP1,optimal,50800.0,23.8900293027,0.0,0.0,23.8900293027,0.0,,183,13:M; 02:M; 23:M
1291,三维域：固定设计顶点 MP1,optimal,51020.0,63.2648370343,53.3454394153,25.889723550481172,142.50000000008117,0.0,,183,01:H; 13:M; 02:M
1292,三维域：固定设计顶点 MP1,optimal,51020.0,59.6890815087,55.7434017063,27.067516785,142.5,0.0,,183,01:H; 13:M; 02:M
1293,三维域：固定设计顶点 MP1,optimal,51020.0,79.4371680426,42.5,20.562831957399993,142.5,0.0,,183,01:H; 13:M; 02:M
1294,三维域：固定设计顶点 MP1,optimal,51020.0,86.7565982937,55.7434017063,0.0,142.5,0.0,,183,01:H; 13:M; 02:M
1295,三维域：固定设计顶点 MP1,optimal,51020.0,100.0,42.5,0.0,142.5,0.0,,183,01:H; 13:M; 02:M
1296,三维域：固定设计顶点 MP1,optimal,51020.0,26.912860075,55.7434017063,37.863448325,120.51971010630001,0.0,,183,01:H; 13:M; 02:M
1297,三维域：固定设计顶点 MP1,optimal,51020.0,0.0,55.7434017063,46.7280880609,102.4714897672,0.0,,183,01:H; 13:M; 02:M
1298,三维域：固定设计顶点 MP1,optimal,51020.0,79.4371680426,0.0,20.5628319574,100.0,0.0,,183,01:H; 13:M; 02:M
1299,三维域：固定设计顶点 MP1,optimal,51020.0,100.0,0.0,0.0,100.0,0.0,,183,01:H; 13:M; 02:M
1300,三维域：固定设计顶点 MP1,optimal,51020.0,64.5563539872,0.0,25.464319766996297,90.0206737541963,0.0,,183,01:H; 13:M; 02:M
1301,三维域：固定设计顶点 MP1,optimal,51020.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,183,01:H; 13:M; 02:M
1302,三维域：固定设计顶点 MP1,optimal,51020.0,6.5333881593,0.0,44.5761007907,51.10948895000001,0.0,,183,01:H; 13:M; 02:M
1303,三维域：固定设计顶点 MP1,optimal,51020.0,0.0,0.0,46.7280880609,46.7280880609,0.0,,183,01:H; 13:M; 02:M
1304,三维域：固定设计顶点 MP1,cut,51060.0,0.0,35.0,65.0,100.0,0.08088044677459438,184.0,184,12:M; 13:M; 02:H
1305,三维域：固定设计顶点 MP1,optimal,51060.0,0.0,98.4558196971,1.5441803029,100.0,6.189506426863926e-14,,184,12:M; 13:M; 02:H
1306,三维域：固定设计顶点 MP1,optimal,51060.0,0.0,100.0,0.0,100.0,0.0,,184,12:M; 13:M; 02:H
1307,三维域：固定设计顶点 MP1,optimal,51060.0,3.6030873733,96.3969126267,0.0,100.0,0.0,,184,12:M; 13:M; 02:H
1308,三维域：固定设计顶点 MP1,optimal,51060.0,49.0778670114,0.0,0.0,49.0778670114,0.0,,184,12:M; 13:M; 02:H
1309,三维域：固定设计顶点 MP1,optimal,51060.0,0.0,13.494246460828787,25.0607434275,38.55498988832879,0.0,,184,12:M; 13:M; 02:H
1310,三维域：固定设计顶点 MP1,optimal,51060.0,0.0,0.0,28.7958237306,28.7958237306,0.0,,184,12:M; 13:M; 02:H
1311,三维域：固定设计顶点 MP1,optimal,51200.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,184,12:H; 02:L; 23:H
1312,三维域：固定设计顶点 MP1,optimal,51200.0,13.3067241454,0.0,14.9700646634,28.2767888088,0.0,,184,12:H; 02:L; 23:H
1313,三维域：固定设计顶点 MP1,optimal,51200.0,0.0,0.0,26.4710191829,26.4710191829,0.0,,184,12:H; 02:L; 23:H
1314,三维域：固定设计顶点 MP1,optimal,51200.0,26.02948255397306,0.0,0.0,26.02948255397306,0.0,,184,12:H; 02:L; 23:H
1315,三维域：固定设计顶点 MP1,optimal,51460.0,65.0,55.7434017063,0.0,120.7434017063,0.0,,184,01:M; 13:H; 02:M
1316,三维域：固定设计顶点 MP1,optimal,51460.0,46.1578445663,55.7434017063,18.8421554337,120.74340170629999,0.0,,184,01:M; 13:H; 02:M
1317,三维域：固定设计顶点 MP1,optimal,51460.0,27.0301609037,55.7434017063,30.9137047533,113.6872673633,0.0,,184,01:M; 13:H; 02:M
1318,三维域：固定设计顶点 MP1,optimal,51460.0,0.0,55.7434017063,47.9725356195,103.7159373258,0.0,,184,01:M; 13:H; 02:M
1319,三维域：固定设计顶点 MP1,optimal,51460.0,46.1578445663,0.0,18.8421554337,65.0,0.0,,184,01:M; 13:H; 02:M
1320,三维域：固定设计顶点 MP1,optimal,51460.0,65.0,0.0,0.0,65.0,0.0,,184,01:M; 13:H; 02:M
1321,三维域：固定设计顶点 MP1,optimal,51460.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,184,01:M; 13:H; 02:M
1322,三维域：固定设计顶点 MP1,optimal,51460.0,0.0,0.0,47.9725356195,47.9725356195,0.0,,184,01:M; 13:H; 02:M
1323,三维域：固定设计顶点 MP1,optimal,51580.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,184,13:H; 02:L; 23:M
1324,三维域：固定设计顶点 MP1,optimal,51580.0,0.0,0.0,23.68640107528583,23.68640107528583,0.0,,184,13:H; 02:L; 23:M
1325,三维域：固定设计顶点 MP1,cut,51580.0,23.68640107528583,0.0,0.0,23.68640107528583,0.005809627733142822,185.0,185,13:H; 02:L; 23:M
1326,三维域：固定设计顶点 MP1,optimal,51580.0,20.03684384449218,0.0,0.0,20.03684384449218,0.0,,185,13:H; 02:L; 23:M
1327,三维域：固定设计顶点 MP1,optimal,51740.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,185,12:M; 02:M; 23:H
1328,三维域：固定设计顶点 MP1,optimal,51740.0,15.0673995391,0.0,31.6355624437,46.7029619828,0.0,,185,12:M; 02:M; 23:H
1329,三维域：固定设计顶点 MP1,optimal,51740.0,0.0,0.0,43.35415900157867,43.35415900157867,0.0,,185,12:M; 02:M; 23:H
1330,三维域：固定设计顶点 MP1,optimal,51740.0,34.8396260664,0.0,0.0,34.8396260664,0.0,,185,12:M; 02:M; 23:H
1331,三维域：固定设计顶点 MP1,cut,51800.0,57.6149382525,30.627244853194252,42.3850617475,130.62724485319427,0.0035688383877654235,186.0,186,01:H; 13:H; 02:L
1332,三维域：固定设计顶点 MP1,optimal,51800.0,61.6232971371,30.627244853194274,38.3767028629,130.62724485319427,0.0,,186,01:H; 13:H; 02:L
1333,三维域：固定设计顶点 MP1,optimal,51800.0,100.0,30.627244853194252,0.0,130.62724485319424,0.0,,186,01:H; 13:H; 02:L
1334,三维域：固定设计顶点 MP1,optimal,51800.0,9.4570084821,30.627244853194274,63.3257974371,103.41005077239427,0.0,,186,01:H; 13:H; 02:L
1335,三维域：固定设计顶点 MP1,cut,51800.0,33.5483226883,0.0,66.4516773117,100.0,0.023442108082813405,187.0,187,01:H; 13:H; 02:L
1336,三维域：固定设计顶点 MP1,optimal,51800.0,61.6232971371,0.0,38.3767028629,100.0,0.0,,187,01:H; 13:H; 02:L
1337,三维域：固定设计顶点 MP1,optimal,51800.0,100.0,0.0,0.0,100.0,0.0,,187,01:H; 13:H; 02:L
1338,三维域：固定设计顶点 MP1,optimal,51800.0,0.0,30.627244853194274,67.8487145372,98.47595939039427,0.0,,187,01:H; 13:H; 02:L
1339,三维域：固定设计顶点 MP1,optimal,51800.0,0.0,0.0,67.8487145372,67.8487145372,0.0,,187,01:H; 13:H; 02:L
1340,三维域：固定设计顶点 MP1,optimal,51800.0,0.0,30.627244853194274,0.0,30.627244853194274,0.0,,187,01:H; 13:H; 02:L
1341,三维域：固定设计顶点 MP1,optimal,52180.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,187,12:H; 02:M; 23:M
1342,三维域：固定设计顶点 MP1,optimal,52180.0,28.968420257092504,0.0,17.4619444234,46.4303646804925,0.0,,187,12:H; 02:M; 23:M
1343,三维域：固定设计顶点 MP1,optimal,52180.0,42.18225746356603,0.0,0.0,42.18225746356603,0.0,,187,12:H; 02:M; 23:M
1344,三维域：固定设计顶点 MP1,optimal,52180.0,0.0,0.0,36.3543924172,36.3543924172,0.0,,187,12:H; 02:M; 23:M
1345,三维域：固定设计顶点 MP1,optimal,52380.0,94.3724035448,40.2818988581,7.8456975973,142.50000000019998,0.0,,187,01:H; 02:M; 23:L
1346,三维域：固定设计顶点 MP1,optimal,52380.0,100.0,38.9382662769,3.5617337232,142.50000000010002,0.0,,187,01:H; 02:M; 23:L
1347,三维域：固定设计顶点 MP1,optimal,52380.0,88.0410241747,53.1357779867,1.3231978387,142.5000000001,0.0,,187,01:H; 02:M; 23:L
1348,三维域：固定设计顶点 MP1,optimal,52380.0,86.7565982937,55.7434017063,0.0,142.5,0.0,,187,01:H; 02:M; 23:L
1349,三维域：固定设计顶点 MP1,optimal,52380.0,100.0,28.8568301023,13.6431698977,142.5,0.0,,187,01:H; 02:M; 23:L
1350,三维域：固定设计顶点 MP1,optimal,52380.0,100.0,42.5,0.0,142.5,0.0,,187,01:H; 02:M; 23:L
1351,三维域：固定设计顶点 MP1,optimal,52380.0,100.0,5e-10,28.2861166291,128.2861166296,0.0,,187,01:H; 02:M; 23:L
1352,三维域：固定设计顶点 MP1,optimal,52380.0,100.0,0.0,0.0,100.0,0.0,,187,01:H; 02:M; 23:L
1353,三维域：固定设计顶点 MP1,optimal,52380.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,187,01:H; 02:M; 23:L
1354,三维域：固定设计顶点 MP1,optimal,52380.0,0.0,12.8882700431,21.7461657396,34.634435782699995,0.0,,187,01:H; 02:M; 23:L
1355,三维域：固定设计顶点 MP1,optimal,52380.0,0.0,0.0,28.2861166293,28.2861166293,0.0,,187,01:H; 02:M; 23:L
1356,三维域：固定设计顶点 MP1,optimal,52420.0,0.0,97.7728894307,2.2271105693,100.0,0.0,,187,12:M; 02:H; 23:L
1357,三维域：固定设计顶点 MP1,optimal,52420.0,0.0,100.0,0.0,100.0,0.0,,187,12:M; 02:H; 23:L
1358,三维域：固定设计顶点 MP1,cut,52420.0,65.0,35.0,0.0,100.0,0.05052238684456738,188.0,188,12:M; 02:H; 23:L
1359,三维域：固定设计顶点 MP1,optimal,52420.0,3.6030873733,94.1698020574,2.2271105693,100.0,0.0,,188,12:M; 02:H; 23:L
1360,三维域：固定设计顶点 MP1,optimal,52420.0,3.6030873733,96.3969126267,0.0,100.0,0.0,,188,12:M; 02:H; 23:L
1361,三维域：固定设计顶点 MP1,optimal,52420.0,24.046544792,38.1976563201,14.8634513998,77.1076525119,0.0,,188,12:M; 02:H; 23:L
1362,三维域：固定设计顶点 MP1,optimal,52420.0,0.0,41.3829040441,22.2831021776,63.6660062217,0.0,,188,12:M; 02:H; 23:L
1363,三维域：固定设计顶点 MP1,optimal,52420.0,36.0502820109,5.3326220332,22.2831021776,63.6660062217,0.0,,188,12:M; 02:H; 23:L
1364,三维域：固定设计顶点 MP1,optimal,52420.0,37.9979870708,0.0,23.4870015215,61.4849885923,0.0,,188,12:M; 02:H; 23:L
1365,三维域：固定设计顶点 MP1,optimal,52420.0,38.08831582226836,0.0,23.2955236775,61.383839499768364,0.0,,188,12:M; 02:H; 23:L
1366,三维域：固定设计顶点 MP1,optimal,52420.0,49.0778670114,0.0,0.0,49.0778670114,0.0,,188,12:M; 02:H; 23:L
1367,三维域：固定设计顶点 MP1,optimal,52420.0,0.0,5.627719440092493,35.0,40.62771944009249,0.0,,188,12:M; 02:H; 23:L
1368,三维域：固定设计顶点 MP1,optimal,52420.0,5.627719440092493,0.0,35.0,40.62771944009249,0.0,,188,12:M; 02:H; 23:L
1369,三维域：固定设计顶点 MP1,optimal,52420.0,0.0,0.0,35.0,35.0,0.0,,188,12:M; 02:H; 23:L
1370,三维域：固定设计顶点 MP1,optimal,52780.0,11.7790812005,100.0,30.7209187995,142.5,0.0,,188,01:M; 13:M; 02:H
1371,三维域：固定设计顶点 MP1,optimal,52780.0,42.5,100.0,0.0,142.5,0.0,,188,01:M; 13:M; 02:H
1372,三维域：固定设计顶点 MP1,optimal,52780.0,54.9040812005,77.5,10.095918799499998,142.5,0.0,,188,01:M; 13:M; 02:H
1373,三维域：固定设计顶点 MP1,optimal,52780.0,65.0,77.5,0.0,142.5,0.0,,188,01:M; 13:M; 02:H
1374,三维域：固定设计顶点 MP1,optimal,52780.0,7.457260040526261,100.0,32.7878767456,140.24513678612627,0.0,,188,01:M; 13:M; 02:H
1375,三维域：固定设计顶点 MP1,optimal,52780.0,0.0,100.0,36.3543924172,136.35439241720002,0.0,,188,01:M; 13:M; 02:H
1376,三维域：固定设计顶点 MP1,optimal,52780.0,0.0,100.0,0.0,100.0,0.0,,188,01:M; 13:M; 02:H
1377,三维域：固定设计顶点 MP1,optimal,52780.0,54.9040812005,0.0,10.0959187995,65.0,0.0,,188,01:M; 13:M; 02:H
1378,三维域：固定设计顶点 MP1,optimal,52780.0,65.0,0.0,0.0,65.0,0.0,,188,01:M; 13:M; 02:H
1379,三维域：固定设计顶点 MP1,optimal,52780.0,0.0,0.0,36.3543924172,36.3543924172,0.0,,188,01:M; 13:M; 02:H
1380,三维域：固定设计顶点 MP1,optimal,53460.0,65.0,55.7434017063,0.0,120.7434017063,0.0,,188,01:M; 02:M; 23:H
1381,三维域：固定设计顶点 MP1,optimal,53460.0,65.0,0.0,43.35415900157867,108.35415900157867,0.0,,188,01:M; 02:M; 23:H
1382,三维域：固定设计顶点 MP1,optimal,53460.0,65.0,0.0,0.0,65.0,0.0,,188,01:M; 02:M; 23:H
1383,三维域：固定设计顶点 MP1,optimal,53460.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,188,01:M; 02:M; 23:H
1384,三维域：固定设计顶点 MP1,optimal,53460.0,0.0,0.0,43.35415900157867,43.35415900157867,0.0,,188,01:M; 02:M; 23:H
1385,三维域：固定设计顶点 MP1,optimal,53680.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,188,13:H; 02:M; 23:L
1386,三维域：固定设计顶点 MP1,optimal,53680.0,0.0,16.8963021962,19.7123525623,36.6086547585,0.0,,188,13:H; 02:M; 23:L
1387,三维域：固定设计顶点 MP1,cut,53680.0,19.7123525623,16.8963021962,0.0,36.6086547585,0.005524441777106709,189.0,189,13:H; 02:M; 23:L
1388,三维域：固定设计顶点 MP1,optimal,53680.0,0.0,53.1240726586,1.3291375241930667,54.453210182793065,0.0,,189,13:H; 02:M; 23:L
1389,三维域：固定设计顶点 MP1,optimal,53680.0,17.1176146911,14.6722411637,0.0,31.7898558548,0.0,,189,13:H; 02:M; 23:L
1390,三维域：固定设计顶点 MP1,optimal,53680.0,0.0,0.0,28.2861166293,28.2861166293,-4.73879740327155e-14,,189,13:H; 02:M; 23:L
1391,三维域：固定设计顶点 MP1,optimal,53680.0,23.2327029325,0.0,0.0,23.2327029325,0.0,,189,13:H; 02:M; 23:L
1392,三维域：固定设计顶点 MP1,cut,53700.0,0.0,0.0,55.7434017063,55.7434017063,0.03806981949473514,190.0,190,12:H; 13:H; 02:M
1393,三维域：固定设计顶点 MP1,optimal,53700.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,190,12:H; 13:H; 02:M
1394,三维域：固定设计顶点 MP1,optimal,53700.0,42.182257463565996,0.0,0.0,42.182257463565996,0.0,,190,12:H; 13:H; 02:M
1395,三维域：固定设计顶点 MP1,optimal,53700.0,0.0,0.0,31.8507935822,31.8507935822,0.0,,190,12:H; 13:H; 02:M
1396,三维域：固定设计顶点 MP1,optimal,53800.0,100.0,30.627244853194252,0.0,130.62724485319424,0.0,,190,01:H; 02:L; 23:H
1397,三维域：固定设计顶点 MP1,optimal,53800.0,100.0,0.0,26.4710191829,126.4710191829,0.0,,190,01:H; 02:L; 23:H
1398,三维域：固定设计顶点 MP1,optimal,53800.0,100.0,0.0,0.0,100.0,0.0,,190,01:H; 02:L; 23:H
1399,三维域：固定设计顶点 MP1,optimal,53800.0,0.0,30.62724485319428,0.0,30.62724485319428,0.0,,190,01:H; 02:L; 23:H
1400,三维域：固定设计顶点 MP1,optimal,53800.0,0.0,0.0,26.4710191829,26.4710191829,0.0,,190,01:H; 02:L; 23:H
1401,三维域：固定设计顶点 MP1,optimal,54140.0,42.5,97.7728894307,2.2271105692999953,142.5,0.0,,190,01:M; 02:H; 23:L
1402,三维域：固定设计顶点 MP1,optimal,54140.0,42.5,100.0,0.0,142.5,0.0,,190,01:M; 02:H; 23:L
1403,三维域：固定设计顶点 MP1,optimal,54140.0,64.9999999998,62.8531203866,14.6468796136,142.5,0.0,,190,01:M; 02:H; 23:L
1404,三维域：固定设计顶点 MP1,optimal,54140.0,65.0,77.5,0.0,142.5,0.0,,190,01:M; 02:H; 23:L
1405,三维域：固定设计顶点 MP1,optimal,54140.0,65.0,5.62771944009263,35.0,105.62771944009263,0.0,,190,01:M; 02:H; 23:L
1406,三维域：固定设计顶点 MP1,optimal,54140.0,0.0,97.7728894307,2.2271105693,100.0,0.0,,190,01:M; 02:H; 23:L
1407,三维域：固定设计顶点 MP1,optimal,54140.0,0.0,100.0,0.0,100.0,0.0,,190,01:M; 02:H; 23:L
1408,三维域：固定设计顶点 MP1,optimal,54140.0,65.0,0.0,35.0,100.0,0.0,,190,01:M; 02:H; 23:L
1409,三维域：固定设计顶点 MP1,optimal,54140.0,65.0,0.0,0.0,65.0,0.0,,190,01:M; 02:H; 23:L
1410,三维域：固定设计顶点 MP1,optimal,54140.0,0.0,41.3829040441,22.2831021776,63.6660062217,0.0,,190,01:M; 02:H; 23:L
1411,三维域：固定设计顶点 MP1,optimal,54140.0,0.0,5.627719440092493,35.0,40.62771944009249,0.0,,190,01:M; 02:H; 23:L
1412,三维域：固定设计顶点 MP1,optimal,54140.0,0.0,0.0,35.0,35.0,0.0,,190,01:M; 02:H; 23:L
1413,三维域：固定设计顶点 MP1,optimal,54320.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,190,13:M; 02:M; 23:H
1414,三维域：固定设计顶点 MP1,optimal,54320.0,0.0,0.0,43.35415900157869,43.35415900157869,0.0,,190,13:M; 02:M; 23:H
1415,三维域：固定设计顶点 MP1,cut,54320.0,43.35415900157869,0.0,0.0,43.35415900157869,0.02672344218276957,191.0,191,13:M; 02:M; 23:H
1416,三维域：固定设计顶点 MP1,optimal,54320.0,0.0,45.940874826,7.623867506778957,53.564742332778955,0.0,,191,13:M; 02:M; 23:H
1417,三维域：固定设计顶点 MP1,optimal,54320.0,26.7255968458,0.0,0.0,26.7255968458,7.249706630292759e-14,,191,13:M; 02:M; 23:H
1418,三维域：固定设计顶点 MP1,optimal,54780.0,86.7565982937,55.7434017063,0.0,142.5,0.0,,191,01:H; 02:M; 23:M
1419,三维域：固定设计顶点 MP1,optimal,54780.0,100.0,17.6686218007,24.8313781993,142.5,0.0,,191,01:H; 02:M; 23:M
1420,三维域：固定设计顶点 MP1,optimal,54780.0,100.0,42.5,0.0,142.5,0.0,,191,01:H; 02:M; 23:M
1421,三维域：固定设计顶点 MP1,optimal,54780.0,99.9999999999,0.0,36.3543924172,136.3543924171,0.0,,191,01:H; 02:M; 23:M
1422,三维域：固定设计顶点 MP1,optimal,54780.0,100.0,0.0,0.0,100.0,0.0,,191,01:H; 02:M; 23:M
1423,三维域：固定设计顶点 MP1,optimal,54780.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,191,01:H; 02:M; 23:M
1424,三维域：固定设计顶点 MP1,optimal,54780.0,0.0,0.0,36.3543924172,36.3543924172,0.0,,191,01:H; 02:M; 23:M
1425,三维域：固定设计顶点 MP1,optimal,54820.0,0.0,95.946526705,4.053473295,100.0,0.0,,191,12:M; 02:H; 23:M
1426,三维域：固定设计顶点 MP1,optimal,54820.0,0.0,100.0,0.0,100.0,0.0,,191,12:M; 02:H; 23:M
1427,三维域：固定设计顶点 MP1,optimal,54820.0,3.6030873733,92.3434393317,4.053473295,100.0,0.0,,191,12:M; 02:H; 23:M
1428,三维域：固定设计顶点 MP1,optimal,54820.0,3.6030873733,96.3969126267,0.0,100.0,0.0,,191,12:M; 02:H; 23:M
1429,三维域：固定设计顶点 MP1,optimal,54820.0,29.2181663874,9.2279268103,32.8704371859,71.3165303836,0.0,,191,12:M; 02:H; 23:M
1430,三维域：固定设计顶点 MP1,optimal,54820.0,32.06208886594025,0.0,36.0698499743,68.13193884024025,0.0,,191,12:M; 02:H; 23:M
1431,三维域：固定设计顶点 MP1,optimal,54820.0,0.0,22.108311638235357,41.0582930425,63.166604680735354,0.0,,191,12:M; 02:H; 23:M
1432,三维域：固定设计顶点 MP1,optimal,54820.0,0.0,0.0,52.1381124335,52.1381124335,0.0,,191,12:M; 02:H; 23:M
1433,三维域：固定设计顶点 MP1,optimal,54820.0,49.0778670114,0.0,0.0,49.0778670114,0.0,,191,12:M; 02:H; 23:M
1434,三维域：固定设计顶点 MP1,optimal,55000.0,0.0,97.7728894307,2.2271105693,100.0,0.0,,191,13:M; 02:H; 23:L
1435,三维域：固定设计顶点 MP1,optimal,55000.0,0.0,100.0,0.0,100.0,0.0,,191,13:M; 02:H; 23:L
1436,三维域：固定设计顶点 MP1,cut,55000.0,2.2271105693,97.7728894307,0.0,100.0,0.0012514612597619042,192.0,192,13:M; 02:H; 23:L
1437,三维域：固定设计顶点 MP1,optimal,55000.0,1.2209038856,98.7790961144,0.0,100.0,0.0,,192,13:M; 02:H; 23:L
1438,三维域：固定设计顶点 MP1,optimal,55000.0,2.4100446818815686,93.6602265138,0.0,96.07027119568157,0.0,,192,13:M; 02:H; 23:L
1439,三维域：固定设计顶点 MP1,optimal,55000.0,0.0,66.158931912,13.471115375353278,79.63004728735328,0.0,,192,13:M; 02:H; 23:L
1440,三维域：固定设计顶点 MP1,optimal,55000.0,16.8837553864,31.3555457176,0.0,48.239301104,0.0,,192,13:M; 02:H; 23:L
1441,三维域：固定设计顶点 MP1,optimal,55000.0,0.0,5.627719440092668,35.0,40.62771944009267,0.0,,192,13:M; 02:H; 23:L
1442,三维域：固定设计顶点 MP1,optimal,55000.0,0.0,0.0,35.0,35.0,0.0,,192,13:M; 02:H; 23:L
1443,三维域：固定设计顶点 MP1,optimal,55000.0,3.7692740816,0.0,31.2307259184,35.0,0.0,,192,13:M; 02:H; 23:L
1444,三维域：固定设计顶点 MP1,optimal,55000.0,24.167816421593184,0.0,0.0,24.167816421593184,0.0,,192,13:M; 02:H; 23:L
1445,三维域：固定设计顶点 MP1,cut,55020.0,0.0,35.0,65.0,100.0,0.07527899229308392,193.0,193,12:H; 13:M; 02:H
