cut,beta0,beta_x0,beta_x1,beta_x2,beta_x3,beta_x4,beta_x5,beta_x6,beta_x7,beta_x8,beta_x9,beta_x10,beta_x11,beta_x12,beta_x13,beta_x14,beta_p1,beta_p2,beta_p3
189,0.3026495335506103,0.054904312998460776,0.10196515271142716,0.1568694657098879,0.0320213249754671,0.0594681749544389,0.091489499929906,0.0,0.0,-0.06447029582830932,0.0,-0.10182498274016251,0.0,-0.09990923802195786,0.0,0.0,-0.0015686946570988792,-0.0006537996577998192,-0.001288441868417592
190,0.3623379144825769,0.042109078865294435,0.07820257503554681,0.12031165390084125,0.0,0.0,-0.08001935222204722,0.0,0.0,-0.08977574576035387,0.0,-0.14179264489304852,0.0,0.023903164168851312,0.044391590599295296,0.06829475476814661,-0.0012031165390084125,-0.0009104247328592127,-0.0015933722805406788
191,0.3325088444144674,0.056247826338331905,0.10446024891404496,0.16070807525237688,0.029280388324977934,0.05437786403210188,0.08365825235707981,0.0,-0.10459005060676024,0.0,0.0,-0.12000001518581967,0.0,0.0,0.0,-0.0649685863313648,-0.0016070807525237687,-0.0007704982289529705,-0.0009906821693613924
192,0.318627026938367,0.056703483876625986,0.10530647005659112,0.1620099539332171,0.043530961185232905,0.08084321362971825,0.12437417481495115,0.0,-0.09534641591759431,0.0,0.0,0.0,-0.07679004736955342,-0.10733629539993178,0.0,0.0,-0.001620099539332171,-0.0003763577911826594,-0.0010581780626691024
193,0.4136745855755644,0.03193324322008083,0.05930459455157868,0.09123783777165952,0.0,0.0,-0.09353856842647885,0.0,-0.14446361001758534,0.0,0.0,0.0,-0.11634802786939374,0.041773696971947896,0.07757972294790325,0.11935341991985114,-0.0009123783777165951,-0.000570236486072872,-0.0017637706852713835
194,0.2965505698563426,0.055215908526177256,0.10254383012004348,0.15775973864622073,0.015564291839477143,0.028905113416171836,0.04446940525564898,0.0,0.0,-0.06137935095591985,-0.14798804119310222,0.0,0.0,0.0,0.0,-0.052485469904790055,-0.0015775973864622073,-0.0011329033339057175,-0.0013107809549283134
195,0.3274213488873331,0.053638723095114395,0.09961477146235531,0.1532534945574697,0.02629972549651771,0.04884234735067574,0.07514207284719344,0.0,0.0,-0.07702461151751196,0.0,-0.1216533852927421,0.0,0.0,-0.08520138849461319,0.0,-0.001532534945574697,-0.0007811142171027625,-0.0011977084662242359
196,0.3822666112445735,0.0400517527769096,0.07438182658568927,0.11443357936259888,0.0,-0.11661164888616399,0.0,0.0,0.0,-0.09934835219395793,0.0,0.0,-0.11014505026844604,0.03627290845083877,0.067363972837272,0.10363688128811077,-0.0011443357936259887,-0.0005398349037244046,-0.001576203716605512
197,0.4146341053178624,0.049183030911027326,0.09133991454905074,0.14052294546007807,0.0,0.0,-0.14406649116679068,0.018443636591635247,0.034252467955894025,0.05269610454752927,0.0,0.0,-0.17919722753181022,0.0,0.0,0.0,-0.0014052294546007807,-0.0008782684091254879,-0.0008782684091254879
198,0.34902292654686945,0.05570576720057192,0.103453567658205,0.15915933485877692,0.03973699430887989,0.07379727514506265,0.11353426945394254,0.0,-0.11558645959438865,0.0,0.0,0.0,-0.09309096332685751,0.0,-0.09287960570360015,0.0,-0.0015915933485877692,-0.00045625065404834375,-0.0009103877318641139
199,0.34624885109978054,0.0526768276352374,0.09782839417972661,0.150505221814964,0.02195109680764792,0.04076632264277471,0.06271741945042263,0.0,0.0,-0.0865663589914577,0.0,-0.1367237096857455,0.0,0.0,0.0,-0.07402287510137318,-0.00150505221814964,-0.0008778780236454138,-0.0011287477014471044
200,0.32925810842017256,0.05354488320942017,0.09944049738892317,0.15298538059834335,0.038719191076670066,0.07190706914238726,0.11062626021905732,0.0,0.0,-0.07795547825888613,0.0,0.0,-0.08642730233474334,-0.12080714587108576,0.0,0.0,-0.0015298538059834335,-0.00042359120379286037,-0.001190980842949145
201,0.42164541484071655,0.03598650752102208,0.06683208539618386,0.10281859291720594,0.0,0.0,-0.10541135371017912,0.0,0.0,-0.11826367782482988,0.0,0.0,-0.13111600193948064,0.031488194080894316,0.05847807472166087,0.08996626880255519,-0.0010281859291720594,-0.0006426162057325372,-0.001542278893758089
202,0.3727289251356982,0.05492764020254839,0.10200847466187558,0.15693611486442396,0.03677805002444327,0.0683020929025375,0.10508014292698077,0.0,-0.13137182712816295,0.0,0.0,0.0,-0.10580417450526174,0.0,0.0,-0.08160472093445491,-0.0015693611486442397,-0.0005185597193744319,-0.0007951249030407956
203,0.36701459817541093,0.05161590741291512,0.09585811376684238,0.1474740211797575,0.033151105481252906,0.06156633875089826,0.09471744423215116,0.0,0.0,-0.09709040580699842,0.0,0.0,-0.10764172119651969,0.0,-0.10739732692297946,0.0,-0.001474740211797575,-0.0005275657694760633,-0.0010526875962167245
204,0.3979270162524601,0.05003659464658999,0.09292510434366712,0.1429616989902571,0.028592339798051418,0.053100059624952636,0.08169239942300405,0.0,0.0,-0.11275676896935319,0.0,0.0,-0.1250106288828038,0.0,0.0,-0.09641828908475238,-0.001429616989902571,-0.0006126929956725305,-0.0009394625933645468
